match_id,winning_team,mid_boss.team_claimed,1,2,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19,20,25,27,31,35,50,52,58,60,63,64,65,66,67,69,72,76,77,79,80,81
84031406,Team0,0,0,27798,0,-28656,0,0,0,0,24128,0,-27212,0,0,0,0,-22190,0,-23837,25651,0,-23750,25604,25963,0,0,0,0,29115,0,0,0,0,0,-25389,0,0,0,0
84031463,Team0,1,0,0,0,26992,24094,0,28893,0,0,-19692,0,0,0,0,0,0,0,23454,0,-20740,-20307,0,-27451,0,0,0,28046,0,-23151,0,0,0,0,28303,0,0,0,-25717
84031490,Team1,1,0,-26856,0,0,27105,0,32362,0,-23174,0,-23154,0,0,0,0,-25452,0,0,0,-28646,0,0,-26450,25818,0,0,34257,0,0,0,0,25541,0,0,0,0,25508,0
84031506,Team1,-1,-37622,0,21853,0,0,31311,0,-31731,0,0,0,0,0,0,-31433,0,22384,0,0,25832,0,0,-29139,-31103,0,0,0,0,0,-30465,12911,0,0,0,0,0,0,32618
84031547,Team1,-1,0,30585,0,0,0,21723,-28972,-28458,0,0,0,0,0,0,15842,0,0,0,0,0,19160,30028,0,-31462,0,0,-27264,24166,0,-33336,0,0,0,0,-28991,0,0,0
84031556,Team0,1,0,-29878,0,0,0,0,0,-23167,0,0,0,0,28478,0,0,0,25756,0,26683,-28088,25814,-21777,0,0,-29651,29738,27875,0,0,-24958,0,0,0,0,0,0,0,0
84031578,Team0,1,0,0,0,0,0,0,0,0,0,0,-26215,25860,23667,0,-26284,-29783,-23692,23348,25193,26367,-21395,0,0,0,-24452,0,0,25582,0,0,0,0,0,0,0,0,0,0
84031613,Team0,0,-21360,25342,0,-22733,0,0,0,0,0,0,28612,0,0,30499,-28150,24767,-23775,25312,0,0,-24043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25313,28728,0
84031627,Team1,-1,0,0,-24157,0,27021,-30761,0,0,-25927,0,23898,0,24533,-26516,0,-31607,0,20867,0,0,0,0,0,0,0,0,0,25763,26290,0,0,0,0,0,-23231,0,0,0
84031640,Team0,-1,0,-24336,24731,29750,0,0,0,0,0,0,0,0,19433,0,0,0,-26407,0,22578,0,-24285,0,0,-28047,0,0,0,0,0,0,-25402,0,0,0,-27144,26625,0,22894
84031642,Team0,1,0,0,0,0,0,0,0,31781,29899,0,0,0,0,29544,0,0,0,0,27376,28386,0,0,-26020,0,0,-20860,27374,-19821,-31000,-31199,0,0,0,0,0,0,0,-19773
84031643,Team0,-1,0,0,0,-31173,0,26519,0,-24219,0,22136,-28623,0,0,0,0,-23373,25315,0,0,27400,-25422,0,0,0,0,28070,24389,-28575,0,0,0,0,0,0,0,0,0,0
84031680,Team1,0,0,0,0,25255,0,-29146,27146,0,23255,0,0,0,26890,0,-25124,0,0,0,-27971,0,25726,0,0,0,0,0,22995,0,0,-22782,-23201,0,0,0,-27484,0,0,0
84031687,Team1,-1,-23494,0,0,0,0,0,0,0,0,0,-26382,0,23028,0,-23856,-24003,0,0,-28134,0,-23293,0,20860,0,0,0,0,23582,0,25148,23593,0,0,0,0,0,0,21605
84031719,Team0,0,0,0,0,0,-15359,25646,0,0,0,-14324,-19698,23097,-17123,0,0,0,25040,0,0,0,0,0,0,0,0,-10751,0,0,-11386,0,0,0,26032,0,28222,24947,0,0
84031828,Team0,0,-26522,32822,0,0,21480,0,0,-24762,0,25049,24741,0,0,0,-27413,-30368,0,0,-25683,0,0,0,31166,0,0,0,0,-26026,0,0,0,0,0,0,24134,0,0,0
84031855,Team0,1,25069,0,0,0,0,-25469,22559,-5182,0,0,0,0,0,23436,21020,0,-20399,0,0,0,21932,-15695,0,0,0,0,0,0,-21067,29211,0,0,0,0,0,0,0,-22541
84031885,Team0,-1,30448,-26353,23522,0,0,0,0,22738,0,0,0,-24602,0,0,0,27353,0,0,0,-22028,26636,0,0,0,0,0,0,27432,-28999,-24055,-25507,0,0,0,0,0,0,0
84031915,Team0,1,0,33855,0,0,0,-31753,-27590,0,30080,0,28488,0,0,-20901,0,-20151,0,-21037,0,0,32570,0,0,-25428,0,0,0,0,0,0,0,0,28486,0,0,0,28487,0
84031989,Team1,0,0,0,0,-32362,21320,0,0,0,0,-25366,-30962,0,-26785,0,0,0,-35670,0,0,25754,22011,0,20945,0,0,0,0,0,20737,0,22801,-28354,0,0,0,0,0,0
84032034,Team1,0,0,0,0,0,0,-31156,0,0,25601,0,0,0,24496,24811,-28823,0,-27374,0,0,0,-24787,0,0,0,26185,-26115,0,0,27111,-31926,0,0,0,0,24859,0,0,0
