match_id,winning_team,mid_boss.team_claimed,1,2,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19,20,25,27,31,35,50,52,58,60,63,64,65,66,67,69,72,76,77,79,80,81
84031381,Team0,0,0,0,-3693,0,3781,0,0,3802,3875,-4765,4874,0,0,4186,-3355,3958,-5613,0,0,-4011,0,0,0,0,0,0,0,0,0,0,0,0,0,-3682,0,0,0,0
84031406,Team0,0,0,4381,0,-4188,0,0,0,0,4164,0,-3534,0,0,0,0,-3756,0,-3587,3883,0,-4085,3643,4304,0,0,0,0,5604,0,0,0,0,0,-5401,0,0,0,0
84031490,Team1,0,0,-3463,0,0,4225,0,3717,0,-3965,0,-3777,0,0,0,0,-3330,0,0,0,-4050,0,0,-3554,3876,0,0,5047,0,0,0,0,3789,0,0,0,0,3682,0
84031506,Team1,0,-4472,0,3011,0,0,3611,0,-5420,0,0,0,0,0,0,-3919,0,3675,0,0,3292,0,0,-3684,-4253,0,0,0,0,0,-3509,4272,0,0,0,0,0,0,3819
84031547,Team1,0,0,4003,0,0,0,3308,-3836,-3738,0,0,0,0,0,0,3305,0,0,0,0,0,4068,4338,0,-5221,0,0,-3198,5049,0,-4447,0,0,0,0,-3756,0,0,0
84031556,Team0,0,0,-3674,0,0,0,0,0,-3525,0,0,0,0,3683,0,0,0,3855,0,3921,-4545,4032,-4739,0,0,-4105,3678,3670,0,0,-4502,0,0,0,0,0,0,0,0
84031571,Team0,0,0,-4323,0,0,5195,4383,0,0,-4016,4035,-3712,0,4038,0,0,0,0,0,0,0,-4607,-3768,0,0,0,0,4920,3160,0,-4933,0,0,0,0,0,0,0,0
84031613,Team0,0,-3391,3698,0,-3233,0,0,0,0,0,0,3985,0,0,4255,-3514,3783,-3298,3375,0,0,-3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3442,3558,0
84031627,Team1,0,0,0,-4739,0,4170,-4373,0,0,-4257,0,4160,0,4676,-5196,0,-5107,0,3002,0,0,0,0,0,0,0,0,0,3469,4138,0,0,0,0,0,-4143,0,0,0
84031640,Team0,0,0,-4309,3576,4159,0,0,0,0,0,0,0,0,3451,0,0,0,-4300,0,4469,0,-3195,0,0,-3568,0,0,0,0,0,0,-3558,0,0,0,-4896,3468,0,3648
84031642,Team0,0,0,0,0,0,0,0,0,5079,4158,0,0,0,0,3920,0,0,0,0,3958,3793,0,0,-3926,0,0,-3710,4105,-3813,-4195,-5414,0,0,0,0,0,0,0,-4215
84031643,Team0,0,0,0,0,-4600,0,4738,0,-3706,0,4370,-3566,0,0,0,0,-3603,4208,0,0,4464,-3246,0,0,0,0,4187,3901,-3803,0,0,0,0,0,0,0,0,0,0
